trade_timestamp,elapsed_time
1720518018139,0.10383367538452148
1720518025380,5.100635290145874
1720518025380,0.0
1720518025380,0.0
1720518025380,0.011386871337890625
1720518025380,0.001998424530029297
1720518025380,0.000995635986328125
1720518027458,2.075246810913086
1720518027458,0.0020046234130859375
1720518028793,1.3185064792633057
1720518028793,1.249535083770752
1720518030689,0.6605420112609863
1720518030689,0.004014492034912109
1720518031260,0.5557868480682373
1720518032038,0.7799451351165771
1720518032038,0.010201692581176758
1720518032038,0.0042324066162109375
1720518034557,2.4950058460235596
1720518034614,0.07021832466125488
1720518035236,0.6202526092529297
1720518035452,0.21975922584533691
1720518035886,0.4205029010772705
1720518036687,0.8000574111938477
1720518036687,0.009618282318115234
1720518041322,4.630058288574219
1720518042667,1.3398902416229248
1720518051248,8.591343641281128
1720518052864,1.608994483947754
1720518052864,0.0019986629486083984
1720518053844,0.9791247844696045
1720518053844,0.01056981086730957
1720518058639,4.788054943084717
1720518058639,1.3811123371124268
1720518061107,1.0886309146881104
1720518062711,1.610142469406128
1720518064191,1.480804681777954
1720518064191,0.007001161575317383
1720518064191,0.0075228214263916016
1720518064191,0.0055544376373291016
1720518065181,0.9690144062042236
1720518066908,1.7201213836669922
1720518067012,0.10026669502258301
1720518067103,0.09975981712341309
1720518068780,1.670186996459961
1720518068780,0.007006406784057617
1720518068780,0.005604267120361328
1720518068789,0.007102012634277344
1720518068789,0.0024187564849853516
1720518069108,0.31889843940734863
1720518069258,0.1387321949005127
1720518069462,0.20112967491149902
1720518069817,0.3589656352996826
1720518071328,1.5099687576293945
1720518071927,0.5999324321746826
1720518072471,0.5408916473388672
1720518073008,0.5503687858581543
1720518073008,0.0019981861114501953
1720518075215,2.198044538497925
1720518075215,0.011791706085205078
1720518075215,0.007497549057006836
1720518075215,0.0069921016693115234
1720518075215,0.004639387130737305
1720518076595,1.3586394786834717
1720518076683,0.08005785942077637
1720518077234,0.5390350818634033
1720518078687,1.4712293148040771
1720518080898,2.200132131576538
1720518081769,0.8688094615936279
1720518081883,0.11975955963134766
1720518082874,0.9800474643707275
1720518082976,0.10070371627807617
1720518082976,0.0070590972900390625
1720518083031,0.05223345756530762
1720518083031,0.0010306835174560547
1720518083545,0.5192301273345947
1720518083672,0.12004852294921875
1720518083844,0.19005751609802246
1720518083844,0.007989883422851562
1720518083986,0.13152122497558594
1720518084734,0.7410297393798828
1720518084734,0.007996559143066406
1720518084873,0.1310434341430664
